"No.","Time","Source","Destination","Signal strength (dBm)","RSSI","Center frequency"
"199","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"200","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"201","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"202","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"203","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"204","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"205","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"206","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"207","4.923407200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"209","4.923800800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"211","4.925212800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"212","4.925212800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"213","4.925212800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"214","4.925212800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"216","4.933785600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"217","4.933785600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"218","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"219","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"220","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"221","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"222","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"223","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"224","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"225","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"226","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"227","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"228","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"229","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"230","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"231","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"232","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"233","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"234","4.936475600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"236","4.937124200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"237","4.937202600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"239","4.937604100","142.250.204.22","192.168.43.221","31 dBm","31","2437MHz"
"240","4.937604100","142.250.204.22","192.168.43.221","31 dBm","31","2437MHz"
"242","4.951075700","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"243","4.953685700","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"244","4.953861300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"246","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"247","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"248","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"249","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"250","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"251","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"252","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"253","4.954468400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"254","4.956561700","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"255","4.956679900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"257","4.957106100","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"258","4.957106100","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"259","4.957408200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"260","4.958086900","142.250.204.22","192.168.43.221","31 dBm","31","2437MHz"
"261","4.958086900","142.250.204.22","192.168.43.221","31 dBm","31","2437MHz"
"263","4.967558700","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"264","4.967732600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"265","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"266","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"267","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"268","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"269","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"270","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"271","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"272","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"273","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"274","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"275","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"276","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"277","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"278","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"279","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"280","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"281","4.970458300","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"282","4.970623200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"285","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"286","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"287","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"288","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"289","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"290","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"291","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"292","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"293","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"294","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"295","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"296","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"297","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"298","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"299","4.971935800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"301","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"302","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"303","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"304","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"305","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"306","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"307","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"308","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"309","4.972228600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"311","4.975506500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"312","4.975699000","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"313","4.976234900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"314","4.976234900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"315","4.976234900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"316","4.976234900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"317","4.976234900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"319","4.977656900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"320","4.977930600","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"321","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"322","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"323","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"324","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"325","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"326","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"327","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"328","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"329","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"330","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"331","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"332","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"333","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"334","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"335","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"336","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"337","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"338","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"339","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"340","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"341","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"342","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"343","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"344","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"345","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"346","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"347","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"348","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"349","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"350","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"351","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"352","4.980955500","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"356","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"357","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"358","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"359","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"360","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"361","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"362","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"363","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"364","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"365","4.982460400","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"367","4.984119800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"368","4.984119800","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"369","4.984561200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"370","4.984561200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"371","4.984561200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"372","4.984561200","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"374","4.987552900","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"375","4.987818000","142.250.204.22","192.168.43.221","30 dBm","30","2437MHz"
"380","5.458115200","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"382","5.526925400","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"383","5.527200300","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"386","5.528240100","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"387","5.528240100","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"388","5.545087700","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"390","5.545396000","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"400","5.596644600","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"401","5.599007300","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"403","5.603253700","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"404","5.603253700","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"406","5.604867800","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"408","5.608537000","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"409","5.610642100","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"410","5.610789100","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"413","5.664582800","192.168.43.1","192.168.43.221","30 dBm","30","2437MHz"
"415","5.674520700","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"416","5.674520700","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"419","5.692255100","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"420","5.692422400","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"422","5.693371800","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"423","5.693371800","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"424","5.693371800","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"430","5.707300500","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"432","5.709233700","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"433","5.709805000","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"435","5.711101400","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"437","5.722076100","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"438","5.722314900","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"440","5.724564500","142.250.67.2","192.168.43.221","30 dBm","30","2437MHz"
"441","5.735235300","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"442","5.737047000","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"444","5.740588800","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"445","5.778088800","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"446","5.863915500","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"448","5.865487600","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"449","5.865487600","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"450","5.867016200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"451","5.867016200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"452","5.867016200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"453","5.867660300","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"454","5.867911100","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"455","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"456","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"457","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"458","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"459","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"460","5.869027200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"462","5.870123000","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"463","5.870310800","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"464","5.871832200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"465","5.871832200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"466","5.871832200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"467","5.871832200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"468","5.872450100","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"470","5.873573900","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"471","5.873573900","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"472","5.873573900","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"473","5.873573900","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"476","5.886764200","142.250.76.110","192.168.43.221","30 dBm","30","2437MHz"
"478","5.902549400","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
