"No.","Time","Source","Destination","Signal strength (dBm)","RSSI","Center frequency"
"50","0.883633100","142.250.66.214","192.168.43.221","28 dBm","28","2437MHz"
"51","0.883633100","142.250.66.214","192.168.43.221","28 dBm","28","2437MHz"
"52","0.883633100","142.250.66.214","192.168.43.221","28 dBm","28","2437MHz"
"55","0.912075200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"58","1.293968800","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"60","1.321868700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"61","1.330209800","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"67","1.350558000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"68","1.355868000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"73","1.400032400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"74","1.415624100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"76","1.523900800","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"78","1.524442500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"79","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"80","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"81","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"82","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"83","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"84","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"85","1.526785000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"90","1.534423000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"91","1.534739600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"93","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"94","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"95","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"96","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"97","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"98","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"99","1.537256400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"103","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"104","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"105","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"106","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"107","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"108","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"109","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"110","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"111","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"112","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"113","1.541016500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"120","1.548963300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"121","1.549111000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"123","1.550201900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"124","1.550201900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"125","1.550201900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"127","1.551489900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"129","1.553038000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"130","1.553549200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"132","1.554539200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"133","1.556230200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"134","1.556230200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"135","1.556230200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"138","1.609241100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"139","1.632277500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"140","1.632540600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"142","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"143","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"144","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"145","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"146","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"147","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"148","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"149","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"150","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"151","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"152","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"153","1.635745100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"160","1.637381300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"161","1.638091400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"163","1.639040800","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"164","1.640638700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"166","1.641913500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"167","1.642726700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"168","1.642726700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"169","1.642726700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"171","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"172","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"173","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"174","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"175","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"176","1.644272900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"178","1.727706400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"179","1.728109700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"180","1.730103500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"181","1.730103500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"182","1.730103500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"183","1.730103500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"184","1.731773300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"185","1.731773300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"186","1.731773300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"188","1.732984000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"189","1.732984000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"190","1.732984000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"191","1.732984000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"192","1.732984000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"193","1.734526200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"194","1.735794100","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"195","1.736241400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"197","1.737674200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"198","1.738384300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"199","1.741597800","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"200","1.741597800","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"201","1.741597800","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"202","1.741597800","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"204","1.742924300","142.250.66.214","192.168.43.221","28 dBm","28","2437MHz"
"205","1.743361300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"206","1.743361300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"207","1.743361300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"208","1.743361300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"209","1.744058600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"210","1.744058600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"211","1.744058600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"212","1.744058600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"214","1.745361600","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"215","1.745769400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"216","1.746386300","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"217","1.747236500","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"218","1.747780700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"220","1.750788000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"221","1.750788000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"222","1.750788000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"223","1.750788000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"224","1.750788000","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"225","1.751608700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"226","1.751780900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"227","1.751780900","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"228","1.753132800","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"229","1.753925200","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"231","1.754251400","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"232","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"233","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"234","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"235","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"236","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"237","1.757541900","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"239","1.759169700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"240","1.759169700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"241","1.759169700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"242","1.759169700","142.250.66.214","192.168.43.221","27 dBm","27","2437MHz"
"255","2.128000400","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"256","2.132148300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"258","2.134972900","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"259","2.136661500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"260","2.136661500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"263","2.153596200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"264","2.153596200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"266","2.157259400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"267","2.157259400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"268","2.157259400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"271","2.165516800","142.250.66.214","192.168.43.221","26 dBm","26","2437MHz"
"273","2.182656100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"274","2.182985200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"276","2.183804700","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"277","2.183804700","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"279","2.229945800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"280","2.231564600","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"282","2.233290500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"283","2.234741100","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"285","2.236940500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"287","2.254326700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"288","2.258918900","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"289","2.359300400","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"291","2.360244700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"292","2.360957700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"293","2.360957700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"294","2.360957700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"295","2.362190600","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"296","2.362190600","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"297","2.362651900","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"298","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"299","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"300","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"301","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"302","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"303","2.364907300","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"306","2.374422500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"307","2.374422500","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"308","2.374605200","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"309","2.374605200","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"310","2.375502000","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"311","2.375502000","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"312","2.375502000","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"315","2.385875800","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"319","2.405614400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"320","2.406123600","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"322","2.424301700","142.250.76.110","192.168.43.221","26 dBm","26","2437MHz"
"324","2.439920400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"325","2.440290000","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"326","2.440613200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"328","2.460505800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"330","2.461567100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"331","2.462073300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"333","2.463319400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"334","2.464161400","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"336","2.465928300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"337","2.465928300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"338","2.465928300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"339","2.465928300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"340","2.465928300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"343","2.470841100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"344","2.470841100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"345","2.470841100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"346","2.470841100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"349","2.472520200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"350","2.472520200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"351","2.472520200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"352","2.472520200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"353","2.472520200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"357","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"358","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"359","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"360","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"361","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"362","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"363","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"364","2.475213300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"369","2.476822800","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"371","2.478647100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"372","2.478647100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"373","2.478647100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"374","2.478647100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"377","2.487330700","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"378","2.487660600","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"380","2.493708800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"381","2.493708800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"382","2.493708800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"383","2.493708800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"384","2.493708800","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"387","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"388","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"389","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"390","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"391","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"392","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"393","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"394","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"395","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"396","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"397","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"398","2.495560300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"405","2.496758200","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"407","2.499250900","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"408","2.499250900","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"409","2.499250900","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"411","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"412","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"413","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"414","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"415","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"416","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"417","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"418","2.501790400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"423","2.503843400","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"425","2.508352000","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"426","2.508352000","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"427","2.508352000","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"429","2.514297300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"430","2.514476500","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"432","2.517671100","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"433","2.517671100","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"434","2.517671100","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"435","2.517671100","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"436","2.517825100","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"440","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"441","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"442","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"443","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"444","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"445","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"446","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"447","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"448","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"449","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"450","2.519708700","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"452","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"453","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"454","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"455","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"456","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"457","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"458","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"459","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"460","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"462","2.520078200","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"468","2.524501600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"469","2.524501600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"470","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"471","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"472","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"473","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"474","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"475","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"476","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"477","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"478","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"479","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"480","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"481","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"482","2.526124600","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"486","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"487","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"488","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"489","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"490","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"491","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"492","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"493","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"494","2.530473600","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"495","2.530473600","142.250.76.110","192.168.43.221","28 dBm","28","2437MHz"
"496","2.530473600","142.250.76.110","192.168.43.221","28 dBm","28","2437MHz"
"497","2.530792300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"498","2.530792300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"499","2.530792300","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
"502","2.531992300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"503","2.531992300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"504","2.531992300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"505","2.531992300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"507","2.537375300","203.52.13.205","192.168.43.221","27 dBm","27","2437MHz"
"509","2.539401700","203.52.13.205","192.168.43.221","28 dBm","28","2437MHz"
"510","2.540191900","203.52.13.205","192.168.43.221","26 dBm","26","2437MHz"
