"No.","Time","Source","Destination","Signal strength (dBm)","RSSI","Center frequency"
"5","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"6","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"7","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"8","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"9","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"10","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"11","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"12","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"13","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"14","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"15","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"16","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"17","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"18","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"19","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"20","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"21","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"22","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"23","0.150069200","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"24","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"25","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"26","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"27","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"28","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"29","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"30","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"31","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"32","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"33","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"34","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"35","0.152369400","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"39","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"40","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"41","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"42","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"43","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"44","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"45","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"46","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"47","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"48","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"49","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"50","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"51","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"52","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"53","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"54","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"55","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"56","0.157086800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"58","0.157549300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"60","0.158451800","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"61","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"62","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"63","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"64","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"65","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"66","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"67","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"68","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"69","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"70","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"71","0.160982000","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"72","0.161167300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"73","0.161167300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"74","0.161167300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"75","0.161167300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"76","0.161167300","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"79","0.161892700","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"80","0.164678300","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"81","0.164678300","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"82","0.164678300","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"83","0.164678300","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"84","0.164678300","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"85","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"86","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"87","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"88","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"89","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"90","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"91","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"92","0.164845400","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"94","0.166644900","203.52.13.77","192.168.43.221","25 dBm","25","2437MHz"
"95","0.166915200","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"97","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"98","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"99","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"100","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"101","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"102","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"103","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"104","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"105","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"106","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"107","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"108","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"109","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"110","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
"111","0.170682700","203.52.13.77","192.168.43.221","26 dBm","26","2437MHz"
