"No.","Time","Source","Destination","Signal strength (dBm)","RSSI","Center frequency"
"81","3.352232800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"82","3.355108100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"83","3.355320600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"85","3.356083800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"86","3.356083800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"87","3.356083800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"90","3.367825400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"91","3.368717100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"93","3.372684500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"94","3.372684500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"95","3.372684500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"96","3.372684500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"97","3.372684500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"98","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"99","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"100","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"101","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"102","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"103","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"104","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"105","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"106","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"107","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"108","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"109","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"110","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"111","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"112","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"113","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"114","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"115","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"116","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"117","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"118","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"119","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"120","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"121","3.372934000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"123","3.373161600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"138","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"139","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"140","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"141","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"142","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"143","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"144","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"145","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"146","3.375413700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"151","3.379253400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"153","3.379608700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"154","3.380606500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"155","3.380606500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"156","3.380606500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"161","3.386292100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"162","3.387226800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"164","3.388300100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"165","3.390053200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"167","3.390351900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"168","3.392127300","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"170","3.392456000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"171","3.395502400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"172","3.395502400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"173","3.395502400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"174","3.395502400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"175","3.395502400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"176","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"177","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"178","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"179","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"180","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"181","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"182","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"183","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"184","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"185","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"186","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"187","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"188","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"189","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"190","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"191","3.395637800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"192","3.395853400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"197","3.397375200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"198","3.397375200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"199","3.399302900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"200","3.399637400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"201","3.400568600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"202","3.400568600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"203","3.400568600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"204","3.400568600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"205","3.402676000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"206","3.402981500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"208","3.404700000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"209","3.405124800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"210","3.405900800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"211","3.405900800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"212","3.405900800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"214","3.424353800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"215","3.425153400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"217","3.426477800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"218","3.426678900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"219","3.427423000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"220","3.427423000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"221","3.427861500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"222","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"223","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"224","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"225","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"226","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"227","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"228","3.428883800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"230","3.430129900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"231","3.430173400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"232","3.430628600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"233","3.430930700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"234","3.431438800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"235","3.431438800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"236","3.431438800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"237","3.431438800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"239","3.432105600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"240","3.432615600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"241","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"242","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"243","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"244","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"245","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"246","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"247","3.433409500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"248","3.433706400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"250","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"251","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"252","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"253","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"254","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"255","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"256","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"257","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"258","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"259","3.435088400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"261","3.435845700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"262","3.436118400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"263","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"264","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"265","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"266","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"267","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"268","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"269","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"270","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"271","3.437342700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"273","3.437886300","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"274","3.438165400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"275","3.440232500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"276","3.440232500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"277","3.440232500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"278","3.440232500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"280","3.447619600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"281","3.447619600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"282","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"283","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"284","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"285","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"286","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"287","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"288","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"289","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"290","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"291","3.448600100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"293","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"294","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"295","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"296","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"297","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"298","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"299","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"300","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"301","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"302","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"303","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"304","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"305","3.450040500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"307","3.450557800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"308","3.450557800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"309","3.450557800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"310","3.451444200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"311","3.451688900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"313","3.452040800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"314","3.452040800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"315","3.452040800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"316","3.453522400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"317","3.453865500","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"318","3.454109900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"319","3.454109900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"320","3.454109900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"321","3.454109900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"322","3.454865100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"323","3.454865100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"324","3.455277700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"327","3.463601600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"328","3.463772300","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"329","3.464133600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"330","3.464133600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"331","3.464133600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"332","3.464866200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"333","3.465941400","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"334","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"335","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"336","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"337","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"338","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"339","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"340","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"341","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"342","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"343","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"344","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"345","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"346","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"347","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"348","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"349","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"350","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"351","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"352","3.467407100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"357","3.561203000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"360","3.561890900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"363","3.568881400","103.1.213.62","192.168.43.221","32 dBm","32","2437MHz"
"365","3.576482100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"366","3.585781700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"367","3.586204900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"369","3.587498100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"370","3.587498100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"371","3.587498100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"372","3.587934300","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"373","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"374","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"375","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"376","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"377","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"378","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"379","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"380","3.589791800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"382","3.591001100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"383","3.591484300","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"385","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"386","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"387","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"388","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"389","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"390","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"391","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"392","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"393","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"394","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"395","3.595182900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"396","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"397","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"398","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"399","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"400","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"401","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"402","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"403","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"404","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"405","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"406","3.595327700","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"408","3.595732100","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"410","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"411","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"412","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"413","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"414","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"415","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"416","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"417","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"418","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"419","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"420","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"421","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"422","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"423","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"424","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"425","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"426","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"427","3.599882900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"430","3.600778900","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"431","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"432","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"433","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"434","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"435","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"436","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"437","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"438","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"439","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"440","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"441","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"442","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"443","3.603284200","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"446","3.608572800","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"448","3.608839000","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"450","3.639307600","142.250.66.214","192.168.43.221","32 dBm","32","2437MHz"
"459","4.297514000","142.250.76.110","192.168.43.221","31 dBm","31","2437MHz"
"460","4.298644100","142.250.76.110","192.168.43.221","31 dBm","31","2437MHz"
