"No.","Time","Source","Destination","Signal strength (dBm)","RSSI","Center frequency"
"140","4.747194000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"148","4.748605000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"149","4.748605000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"151","4.749467200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"152","4.749467200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"154","4.752229800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"156","4.753050300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"157","4.753764500","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"158","4.753764500","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"159","4.753764500","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"160","4.753764500","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"161","4.753764500","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"164","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"165","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"166","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"167","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"168","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"169","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"170","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"171","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"172","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"173","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"174","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"175","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"176","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"177","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"178","4.765128900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"179","4.765128900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"180","4.765128900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"181","4.765128900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"192","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"193","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"194","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"195","4.777065600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"196","4.777065600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"197","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"198","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"199","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"200","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"201","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"202","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"203","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"204","4.777065600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"207","4.779049400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"208","4.779049400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"209","4.779049400","203.52.13.206","192.168.43.221","30 dBm","30","2437MHz"
"210","4.779049400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"219","4.781710600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"220","4.781710600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"221","4.781710600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"224","4.783888200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"225","4.783888200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"227","4.785304000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"228","4.786306400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"230","4.786506700","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"231","4.787199300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"233","4.787608000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"237","4.788777600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"238","4.788777600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"240","4.789368100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"241","4.789368100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"242","4.789368100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"245","4.790207800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"246","4.790423400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"248","4.791134800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"249","4.791134800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"251","4.791459300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"252","4.792776100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"253","4.792776100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"254","4.792776100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"255","4.792776100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"256","4.792776100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"260","4.793074000","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"262","4.794752000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"263","4.794752000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"264","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"265","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"266","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"267","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"268","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"269","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"270","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"271","4.796191800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"272","4.796191800","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"273","4.796609200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"274","4.796719400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"276","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"277","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"278","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"279","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"280","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"281","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"282","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"283","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"284","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"285","4.798228100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"286","4.798228100","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"287","4.798421100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"290","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"291","4.800449000","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"292","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"293","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"294","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"295","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"296","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"297","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"298","4.800449000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"300","4.800949300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"301","4.801818100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"302","4.801818100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"303","4.801818100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"304","4.801818100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"305","4.804446000","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"310","4.813558500","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"311","4.813779000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"312","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"313","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"314","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"315","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"316","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"317","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"318","4.814530300","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"319","4.815327200","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"321","4.815504800","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"322","4.816295000","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"323","4.816465100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"324","4.817181400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"325","4.817181400","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"326","4.817533700","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"327","4.817811900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"328","4.818100600","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"330","4.820716100","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"331","4.821299500","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"333","4.821597900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"334","4.821597900","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"335","4.821597900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"336","4.821597900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"337","4.821597900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"338","4.821597900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"340","4.822768100","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"342","4.822984100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"343","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"344","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"345","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"346","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"347","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"348","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"349","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"350","4.824563100","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"351","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"352","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"353","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"354","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"355","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"356","4.824563100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"360","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"361","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"362","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"363","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"364","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"365","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"366","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"367","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"368","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"369","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"370","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"371","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"372","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"373","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"374","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"375","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"376","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"377","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"378","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"379","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"380","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"381","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"382","4.829796100","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"383","4.829796100","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"384","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"385","4.829796100","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"386","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"387","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"388","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"389","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"390","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"391","4.829796100","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"392","4.830044700","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"393","4.830044700","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"398","4.832645900","142.250.66.214","192.168.43.221","30 dBm","30","2437MHz"
"401","4.835446600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"402","4.848382600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"403","4.848382600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"404","4.848382600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"405","4.848382600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"408","4.851208000","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"409","4.857917600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"410","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"411","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"412","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"413","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"414","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"415","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"416","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"417","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"418","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"419","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"420","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"421","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"422","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"423","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"424","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"425","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"426","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"427","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"428","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"429","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"430","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"431","4.870223600","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"435","4.872062700","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"436","4.874575800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"443","4.905219700","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"445","4.908414700","203.52.13.79","192.168.43.221","30 dBm","30","2437MHz"
"446","4.910141500","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"447","4.913268200","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"452","4.940074300","203.52.13.79","192.168.43.221","30 dBm","30","2437MHz"
"453","4.940328800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"454","4.940632900","142.250.204.14","192.168.43.221","30 dBm","30","2437MHz"
"455","4.941423300","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"456","4.941423300","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"458","4.942603900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"460","4.943241400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"462","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"463","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"464","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"465","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"466","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"467","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"468","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"469","4.947100900","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"474","4.947573100","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"476","4.948250200","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"477","4.948432800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"479","4.951437700","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"480","4.957732400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"482","4.958414200","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"483","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"484","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"485","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"486","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"487","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"488","4.959572600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"492","4.964442000","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"494","4.964924500","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"495","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"496","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"497","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"498","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"499","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"500","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"501","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"502","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"503","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"504","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"505","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"506","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"507","4.967182400","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"515","4.968972600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"516","4.969217600","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"518","4.971171800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"519","4.971171800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"520","4.971171800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"522","4.976483800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"523","4.976483800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
"524","4.976483800","203.52.13.205","192.168.43.221","30 dBm","30","2437MHz"
